node_id,name,degree,mean_neighbor_degree,max_neighbor_degree,neighbor_degree_gap,higher_degree_neighbors,fraction_higher_degree_neighbors,fraction_at_least_as_popular_neighbors,local_paradox,unbeaten
Straw_Man_(comics),Straw Man (comics),2,36.0,57.0,34.0,2,1.0,1.0,True,False
Surge_(Marvel_Comics),Surge (Marvel Comics),5,29.2,63.0,24.2,5,1.0,1.0,True,False
Synapse_(character),Synapse (character),2,13.5,15.0,11.5,2,1.0,1.0,True,False
Tarantula_(Marvel_Comics),Tarantula (Marvel Comics),13,20.53846153846154,106.0,7.53846153846154,6,0.46153846153846156,0.5384615384615384,True,False
The_Union_(Marvel),The Union (Marvel),2,7.5,8.0,5.5,2,1.0,1.0,True,False
The_Witness_(character),The Witness (character),1,2.0,2.0,1.0,1,1.0,1.0,True,False
Thena,Thena,3,5.0,6.0,2.0,3,1.0,1.0,True,False
Thin_Man_(character),Thin Man (character),4,11.25,21.0,7.25,4,1.0,1.0,True,False
Thor_Girl,Thor Girl,4,20.75,65.0,16.75,4,1.0,1.0,True,False
Thunderbolt_(Marvel_Comics),Thunderbolt (Marvel Comics),2,27.0,28.0,25.0,2,1.0,1.0,True,False
Thunderclap_(comics),Thunderclap (comics),1,106.0,106.0,105.0,1,1.0,1.0,True,False
Timeslip_(comics),Timeslip (comics),2,26.0,37.0,24.0,2,1.0,1.0,True,False
Toro_(character),Toro (character),7,25.142857142857142,65.0,18.142857142857142,6,0.8571428571428571,0.8571428571428571,True,False
Toxyn,Toxyn,3,3.6666666666666665,6.0,0.6666666666666665,1,0.3333333333333333,0.6666666666666666,True,False
Turbo_(comics),Turbo (comics),5,11.4,21.0,6.4,3,0.6,0.8,True,False
Two-Gun_Kid,Two-Gun Kid,6,12.0,37.0,6.0,3,0.5,0.5,True,False
Typeface_(character),Typeface (character),4,43.75,106.0,39.75,4,1.0,1.0,True,False
U.S._Agent,U.S. Agent,21,21.428571428571427,106.0,0.42857142857142705,5,0.23809523809523808,0.3333333333333333,True,False
Ulysses_Bloodstone,Ulysses Bloodstone,3,21.0,37.0,18.0,3,1.0,1.0,True,False
Union_Jack_(Joseph_Chapman),Union Jack (Joseph Chapman),7,10.571428571428571,21.0,3.571428571428571,5,0.7142857142857143,0.7142857142857143,True,False
Union_Jack_(Marvel_Comics),Union Jack (Marvel Comics),8,10.875,26.0,2.875,4,0.5,0.625,True,False
Ursa_Major_(character),Ursa Major (character),4,33.75,63.0,29.75,4,1.0,1.0,True,False
Vance_Astrovik,Vance Astrovik,11,13.454545454545455,37.0,2.454545454545455,5,0.45454545454545453,0.45454545454545453,True,False
Venom_(character),Venom (character),29,22.103448275862068,106.0,-6.896551724137932,5,0.1724137931034483,0.1724137931034483,False,False
Vindicator_(comics),Vindicator (comics),6,18.333333333333332,63.0,12.333333333333332,5,0.8333333333333334,0.8333333333333334,True,False
Vulcan_(Marvel_Comics),Vulcan (Marvel Comics),11,16.727272727272727,32.0,5.727272727272727,7,0.6363636363636364,0.6363636363636364,True,False
Vyking,Vyking,3,3.6666666666666665,6.0,0.6666666666666665,1,0.3333333333333333,0.6666666666666666,True,False
War_Machine,War Machine,16,12.375,28.0,-3.625,5,0.3125,0.3125,False,False
Werewolf_by_Night,Werewolf by Night,15,29.2,106.0,14.2,9,0.6,0.7333333333333333,True,False
White_Tiger_(Heroes_for_Hire),White Tiger (Heroes for Hire),3,17.333333333333332,26.0,14.333333333333332,3,1.0,1.0,True,False
White_Tiger_(comics),White Tiger (comics),5,37.4,106.0,32.4,4,0.8,0.8,True,False
Whizzer_(Robert_Frank),Whizzer (Robert Frank),8,16.75,41.0,8.75,5,0.625,0.625,True,False
Wild_Child_(character),Wild Child (character),3,25.0,63.0,22.0,3,1.0,1.0,True,False
Will_o'_the_Wisp_(comics),Will o' the Wisp (comics),3,52.0,106.0,49.0,3,1.0,1.0,True,False
William_Burnside_(character),William Burnside (character),5,27.2,106.0,22.2,4,0.8,0.8,True,False
Wolverine_(Ultimate_Marvel_character),Wolverine (Ultimate Marvel character),11,25.636363636363637,65.0,14.636363636363637,7,0.6363636363636364,0.6363636363636364,True,False
Wolverine_(character),Wolverine (character),63,17.841269841269842,106.0,-45.15873015873016,2,0.031746031746031744,0.031746031746031744,False,False
Xorn,Xorn,9,41.666666666666664,106.0,32.666666666666664,9,1.0,1.0,True,False
Yelena_Belova,Yelena Belova,7,17.428571428571427,25.0,10.428571428571427,7,1.0,1.0,True,False
Zombie_(comics),Zombie (comics),4,24.5,41.0,20.5,4,1.0,1.0,True,False
